,State,Gender,Specialty
6199,CA,M,Dentist
6200,MI,M,Student in an Organized Health Care Education/Training Program
6201,SC,M,Psychiatry
6202,FL,M,Emergency Medicine
6203,CO,M,Dentist
6204,AL,M,Neurology
6205,GA,M,Dentist
6206,NC,M,Ophthalmology
6207,OH,F,Obstetrics/Gynecology
6208,PR,F,General Practice
6209,CO,F,Physician Assistant
6210,GA,F,Family Practice
6211,NC,M,Neurosurgery
6212,CA,M,Internal Medicine
6213,NY,F,Nurse Practitioner
6214,MI,M,Ophthalmology
6215,PR,M,Dentist
6216,WI,M,Cardiology
6217,MD,F,Internal Medicine
6218,NC,M,Internal Medicine
6219,CO,F,Student in an Organized Health Care Education/Training Program
6220,MA,F,Urology
6221,IL,F,Physician Assistant
6222,PA,M,Internal Medicine
6223,WV,M,Endocrinology
6224,MI,F,Nurse Practitioner
6225,FL,M,Internal Medicine
6226,TX,M,Dentist
6227,WI,F,Family Practice
6228,GA,M,Allergy/Immunology
6229,NV,M,Neurosurgery
6230,NE,F,Dentist
6231,MS,M,Ophthalmology
6232,IL,F,Family Practice
6233,ID,F,Physician Assistant
6234,TX,M,Internal Medicine
6235,GA,F,Nurse Practitioner
6236,FL,M,Ophthalmology
6237,CA,F,Dentist
6238,NJ,M,Internal Medicine
6239,MA,F,Nurse Practitioner
6240,OH,F,Nurse Practitioner
6241,IL,M,Cardiology
6242,NY,M,Allergy/Immunology
6243,NJ,M,Gastroenterology
6244,IL,F,Dentist
6245,RI,M,Internal Medicine
6246,FL,F,Nurse Practitioner
6247,IN,M,Internal Medicine
6248,NC,F,Physician Assistant
6249,OH,M,Urology
6250,KY,F,Nurse Practitioner
6251,MD,M,Obstetrics/Gynecology
6252,IN,M,Dentist
6253,TX,M,Orthopedic Surgery
6254,PA,M,Emergency Medicine
6255,CA,M,Dermatology
6256,UT,F,Internal Medicine
6257,FL,M,Physician Assistant
6258,NY,M,Internal Medicine
6259,MI,F,Internal Medicine
6260,MS,M,Dentist
6261,SC,M,Dentist
6262,CT,M,Family Practice
6263,NY,F,Nurse Practitioner
6264,NY,F,Student in an Organized Health Care Education/Training Program
6265,TX,F,Physician Assistant
6266,NV,M,Cardiology
6267,NY,M,Internal Medicine
6268,WI,F,Family Practice
6269,WI,M,Radiation Oncology
6270,AL,M,Family Practice
6271,OH,F,Internal Medicine
6272,OR,M,Internal Medicine
6273,NH,F,Physician Assistant
6274,MA,F,Physician Assistant
6275,GA,F,Nurse Practitioner
6276,FL,M,Radiation Oncology
6277,FL,F,Physician Assistant
6278,OR,F,Nurse Practitioner
6279,NY,F,Psychiatry
6280,OK,M,Otolaryngology
6281,NY,F,Nurse Practitioner
6282,NY,F,Plastic and Reconstructive Surgery
6283,MN,M,Physical Medicine and Rehabilitation
6284,NY,F,Family Practice
6285,AL,M,Psychiatry & Neurology
6286,PA,M,Anesthesiology
6287,NJ,F,Certified Clinical Nurse Specialist
6288,NJ,F,Emergency Medicine
6289,NC,M,Ophthalmology
6290,MD,M,Emergency Medicine
6291,MN,F,Optometry
6292,MA,F,Gastroenterology
6293,CA,M,Endocrinology
6294,IL,M,Dentist
6295,FL,F,Nurse Practitioner
6296,KS,M,Family Practice
6297,FL,M,Neurology
6298,OR,F,Family Practice
6299,OR,F,Podiatry
6300,NY,M,Podiatry
6301,ME,F,Nurse Practitioner
6302,ID,M,Family Practice
6303,WA,F,Nurse Practitioner
6304,TN,M,Gastroenterology
6305,PA,F,Physician Assistant
6306,MD,M,Sports Medicine
6307,IN,F,Nurse Practitioner
6308,OR,M,Cardiology
6309,WV,F,Internal Medicine
6310,WA,M,Pharmacist
6311,FL,F,Otolaryngology
6312,NY,M,Maxillofacial Surgery
6313,CA,M,Dentist
6314,DC,F,Endocrinology
6315,LA,M,Plastic and Reconstructive Surgery
6316,UT,M,Physical Medicine and Rehabilitation
6317,AZ,F,Urology
6318,IL,F,Nurse Practitioner
6319,NY,M,Orthopedic Surgery
6320,AZ,M,Urology
6321,CT,M,Geriatric Medicine
6322,LA,F,Dermatology
6323,TX,M,Physical Medicine and Rehabilitation
6324,AZ,M,Internal Medicine
6325,CA,F,Family Practice
6326,MT,F,Psychiatry
6327,CA,M,Pain Management
6328,AK,M,Oral Surgery (dentists only)
6329,NY,F,Physician Assistant
6330,PA,F,Family Practice
6331,CA,F,Physician Assistant
6332,NC,M,Internal Medicine
6333,IN,F,Nurse Practitioner
6334,CT,F,Nurse Practitioner
6335,MI,M,Family Practice
6336,VA,M,Geriatric Medicine
6337,PA,M,Podiatry
6338,PA,F,General Surgery
6339,PA,M,General Surgery
6340,CA,M,Ophthalmology
6341,CT,M,Dentist
6342,GA,F,Nurse Practitioner
6343,CA,M,Cardiac Surgery
6344,IN,F,Obstetrics/Gynecology
6345,NY,F,Family Practice
6346,AR,M,Medical Oncology
6347,KY,F,Nurse Practitioner
6348,IN,F,Physician Assistant
6349,FL,F,Physician Assistant
6350,FL,M,Dentist
6351,KS,M,Family Practice
6352,NE,M,Internal Medicine
6353,TX,F,Emergency Medicine
6354,TX,M,Family Practice
6355,MA,F,Physician Assistant
6356,MI,M,Internal Medicine
6357,MI,F,Dentist
6358,WI,F,Physician Assistant
6359,OH,M,Anesthesiology
6360,OH,M,Emergency Medicine
6361,IL,F,Endocrinology
6362,OR,M,Family Practice
6363,MA,F,Psychiatry & Neurology
6364,FL,M,Orthopedic Surgery
6365,AZ,M,Family Practice
6366,ID,F,Family Practice
6367,PA,F,Medical Oncology
6368,CA,M,Otolaryngology
6369,IL,F,Obstetrics/Gynecology
6370,WV,M,Family Practice
6371,IL,M,Emergency Medicine
6372,OH,M,Podiatry
6373,TX,M,Ophthalmology
6374,IN,F,Obstetrics/Gynecology
6375,AL,F,Nurse Practitioner
6376,WV,M,Maxillofacial Surgery
6377,GA,M,Urology
6378,IN,M,Cardiology
6379,FL,M,Family Practice
6380,WA,M,Physician Assistant
6381,CA,M,Cardiology
6382,FL,M,Internal Medicine
6383,FL,M,Oral Surgery (dentists only)
6384,WA,F,Internal Medicine
6385,TN,M,Psychiatry
6386,IL,M,Family Practice
6387,NY,F,Dentist
6388,WV,M,Radiation Oncology
6389,NY,M,Physician Assistant
6390,NY,M,Ophthalmology
6391,IL,M,Podiatry
6392,CA,F,Psychiatry & Neurology
6393,IL,F,General Surgery
6394,WA,F,Dentist
6395,CA,M,Dermatology
6396,PA,M,Dentist
6397,SC,F,Nurse Practitioner
6398,FL,F,Optometry
6399,HI,F,Nurse Practitioner
6400,WV,M,Emergency Medicine
6401,WY,M,Student in an Organized Health Care Education/Training Program
6402,MI,M,Ophthalmology
6403,KS,M,Dentist
6404,CA,F,Obstetrics/Gynecology
6405,OR,M,Dermatology
6406,GA,M,Orthopedic Surgery
6407,PA,F,Physician Assistant
6408,OH,M,Optometry
6409,WV,M,Optometry
6410,CO,F,Dentist
6411,CA,M,Dentist
6412,CA,M,Orthopedic Surgery
6413,NY,F,Dentist
6414,GA,F,Family Practice
6415,AL,M,Family Practice
6416,RI,M,Emergency Medicine
6417,TX,M,Family Practice
6418,GA,M,Family Practice
6419,AL,F,Nurse Practitioner
6420,MN,M,Emergency Medicine
6421,CA,F,Internal Medicine
6422,WA,F,Physician Assistant
6423,NY,F,Physician Assistant
6424,NC,M,Dentist
6425,TX,F,Physician Assistant
6426,CT,M,Family Practice
6427,IN,M,Family Practice
6428,MA,F,Nurse Practitioner
6429,NY,M,Physician Assistant
6430,PR,F,Internal Medicine
6431,DC,F,Physician Assistant
6432,KS,M,Urology
6433,OK,M,General Surgery
6434,CA,M,Obstetrics/Gynecology
6435,CA,M,Internal Medicine
6436,WA,M,Physician Assistant
6437,WI,F,Nurse Practitioner
6438,KY,M,Internal Medicine
6439,GA,M,Infectious Disease
6440,CO,M,Podiatry
6441,PA,M,Dentist
6442,SD,F,Nurse Practitioner
6443,PA,F,Obstetrics/Gynecology
6444,CO,F,Internal Medicine
6445,NJ,M,Dentist
6446,MD,M,Internal Medicine
6447,IL,M,Internal Medicine
6448,ID,M,Physician Assistant
6449,IN,M,Ophthalmology
6450,AZ,M,Internal Medicine
6451,PR,M,Internal Medicine
6452,TX,M,Dentist
6453,OK,F,Infectious Disease
6454,AZ,F,Internal Medicine
6455,NY,F,Internal Medicine
6456,TN,F,Nurse Practitioner
6457,WI,M,Family Practice
6458,ID,M,Dentist
6459,OH,F,Family Practice
6460,DE,M,Family Practice
6461,MT,M,Physician Assistant
6462,IL,M,Family Practice
6463,MN,F,Nurse Practitioner
6464,TN,F,Nurse Practitioner
6465,TN,M,General Practice
6466,CT,F,Psychiatry & Neurology
6467,TX,F,Allergy/Immunology
6468,IL,F,Internal Medicine
6469,PA,M,Ophthalmology
6470,GA,M,Hematology/Oncology
6471,NY,M,Dentist
6472,FL,F,Nurse Practitioner
6473,MN,M,Orthopedic Surgery
6474,SC,F,Family Practice
6475,CT,M,Emergency Medicine
6476,MS,M,Interventional Pain Management
6477,OH,M,Physical Medicine and Rehabilitation
6478,FL,F,Dentist
6479,IN,M,Gastroenterology
6480,NM,F,Family Practice
6481,UT,M,Radiation Oncology
6482,CA,M,Obstetrics/Gynecology
6483,PA,M,Internal Medicine
6484,MO,M,Internal Medicine
6485,IL,F,Obstetrics/Gynecology
6486,OR,M,Medical Oncology
6487,PA,F,Nurse Practitioner
6488,FL,M,Internal Medicine
6489,MI,M,Rheumatology
6490,IL,M,Dentist
6491,IL,M,Physician Assistant
6492,AZ,F,Internal Medicine
6493,NJ,M,Critical Care (Intensivists)
6494,KY,M,Family Practice
6495,CA,M,Orthopedic Surgery
6496,MO,M,Physical Medicine and Rehabilitation
6497,CA,M,Vascular Surgery
6498,NY,M,Cardiology
6499,NY,M,Psychiatry
6500,AZ,M,Diagnostic Radiology
6501,PA,F,Licensed Practical Nurse
6502,IL,F,Psychiatry
6503,MI,F,Physician Assistant
6504,FL,F,Nurse Practitioner
6505,PA,M,Psychiatry
6506,IL,M,Ophthalmology
6507,PA,F,Nurse Practitioner
6508,PR,M,"Medical Genetics, Ph.D. Medical Genetics"
6509,NJ,F,Podiatry
6510,AL,F,Nurse Practitioner
6511,KY,F,Nurse Practitioner
6512,TX,F,Nurse Practitioner
6513,GA,M,Oral Surgery (dentists only)
6514,FL,M,Internal Medicine
6515,NC,F,Physician Assistant
6516,CA,F,Student in an Organized Health Care Education/Training Program
6517,CA,M,Nurse Practitioner
6518,TX,F,Nurse Practitioner
6519,TX,M,Medical Oncology
6520,FL,F,Nurse Practitioner
6521,CA,F,Emergency Medicine
6522,CA,M,Medical Oncology
6523,WA,F,Obstetrics/Gynecology
6524,DE,F,Nurse Practitioner
6525,GA,F,Cardiology
6526,IL,M,Internal Medicine
6527,CA,M,Pediatric Medicine
6528,AR,M,Dentist
6529,NE,M,Anesthesiology
6530,OK,M,Emergency Medicine
6531,WI,M,Dentist
6532,TX,M,Family Practice
6533,AL,F,Optometry
6534,TX,M,Family Practice
6535,MN,F,Family Practice
6536,NJ,M,Cardiology
6537,FL,M,Hematology/Oncology
6538,PA,M,Osteopathic Manipulative Medicine
6539,NC,F,Physical Medicine and Rehabilitation
6540,MI,F,Family Practice
6541,PA,M,Physical Medicine and Rehabilitation
6542,LA,M,Dentist
6543,MA,F,Internal Medicine
6544,MO,F,Hospice and Palliative Care
6545,MO,M,Obstetrics/Gynecology
6546,VA,M,Neurosurgery
6547,MI,F,Internal Medicine
6548,TX,F,Family Practice
6549,NY,M,Urology
6550,CA,M,Orthopedic Surgery
6551,PA,M,Interventional Pain Management
6552,NY,F,Nurse Practitioner
6553,PA,M,Internal Medicine
6554,MO,M,Family Practice
6555,NY,M,Family Practice
6556,CA,M,Urology
6557,NY,F,Physician Assistant
6558,IL,M,General Practice
6559,NC,M,Emergency Medicine
6560,CA,M,Oral Surgery (dentists only)
6561,OK,M,General Surgery
6562,NC,F,Nurse Practitioner
6563,IL,F,Family Practice
6564,CA,M,Orthopedic Surgery
6565,MA,M,Internal Medicine
6566,OR,M,Dentist
6567,AZ,M,Physician Assistant
6568,MA,M,Family Practice
6569,NE,F,Nurse Practitioner
6570,MO,M,Neurology
6571,KY,M,Neurology
6572,TX,M,Pediatric Medicine
6573,CA,M,Cardiology
6574,MI,F,Pulmonary Disease
6575,MT,M,Dentist
6576,MS,M,Dentist
6577,TX,M,Optometry
6578,AZ,M,Emergency Medicine
6579,IL,F,Nurse Practitioner
6580,PA,M,Internal Medicine
6581,VA,M,Plastic and Reconstructive Surgery
6582,IN,M,Emergency Medicine
6583,IL,M,Cardiology
6584,MD,M,Internal Medicine
6585,OH,M,Family Practice
6586,VA,M,Family Practice
6587,FL,M,Radiation Oncology
6588,NJ,M,Anesthesiology
6589,TN,F,Family Practice
6590,OR,M,Nurse Practitioner
6591,GA,F,Nurse Practitioner
6592,TX,M,Otolaryngology
6593,WI,F,Nurse Practitioner
6594,LA,M,Internal Medicine
6595,PA,M,Dentist
6596,WA,M,Urology
6597,NC,M,Gastroenterology
6598,IN,M,Emergency Medicine
6599,PA,F,Nurse Practitioner
6600,OH,M,Pulmonary Disease
6601,FL,M,Emergency Medicine
6602,WA,M,Nurse Practitioner
6603,WV,F,Vascular Surgery
6604,NY,M,Physician Assistant
6605,TX,M,Dermatology
6606,NM,F,Family Practice
6607,LA,M,Student in an Organized Health Care Education/Training Program
6608,IL,F,Internal Medicine
6609,CA,M,Podiatry
6610,SC,F,Obstetrics/Gynecology
6611,FL,M,Gastroenterology
6612,MA,F,Nurse Practitioner
6613,FL,M,Psychiatry & Neurology
6614,TX,M,Cardiology
6615,FL,M,Dentist
6616,TX,F,Internal Medicine
6617,NY,F,Dentist
6618,AR,M,Oral Surgery (dentists only)
6619,CT,F,Nurse Practitioner
6620,KY,M,Maxillofacial Surgery
6621,MA,F,Dentist
6622,SC,M,Gastroenterology
6623,WV,M,Dentist
6624,OH,M,Nurse Practitioner
6625,OR,M,Internal Medicine
6626,MI,M,Urology
6627,NY,F,Hematology
6628,NY,F,Ophthalmology
6629,NY,F,Student in an Organized Health Care Education/Training Program
6630,IL,M,Ophthalmology
6631,CO,F,Pain Management
6632,MA,F,Certified Clinical Nurse Specialist
6633,IL,F,Psychiatry & Neurology
6634,IN,F,Physician Assistant
6635,PA,F,Ophthalmology
6636,NJ,M,Family Practice
6637,NJ,M,Cardiology
6638,IA,M,Dentist
6639,FL,M,Plastic and Reconstructive Surgery
6640,FL,F,Nurse Practitioner
6641,FL,M,Obstetrics/Gynecology
6642,IL,F,Nurse Practitioner
6643,AZ,F,General Surgery
6644,IN,M,General Surgery
6645,CA,F,Specialist
6646,NC,F,Emergency Medicine
6647,KS,M,Nurse Practitioner
6648,FL,M,Obstetrics/Gynecology
6649,OH,M,Diagnostic Radiology
6650,NY,M,Cardiology
6651,UT,F,Nurse Practitioner
6652,NC,M,Oral Surgery (dentists only)
6653,MI,F,Dermatology
6654,NM,F,Nurse Practitioner
6655,AZ,M,Internal Medicine
6656,NJ,F,Internal Medicine
6657,NY,M,Dentist
6658,MI,M,Family Practice
6659,CA,F,Nurse Practitioner
6660,WI,M,Dentist
6661,LA,M,Student in an Organized Health Care Education/Training Program
6662,TX,M,Physician Assistant
6663,OR,M,Dentist
6664,AZ,F,Psychiatry
6665,IN,M,Ophthalmology
6666,MD,M,Student in an Organized Health Care Education/Training Program
6667,FL,M,Family Practice
6668,CA,F,Internal Medicine
6669,GA,M,General Practice
6670,TN,F,Certified Nurse Midwife
6671,CA,F,Internal Medicine
6672,OH,M,Family Practice
6673,NY,M,Internal Medicine
6674,VT,M,Internal Medicine
6675,GA,M,Critical Care (Intensivists)
6676,MI,F,Internal Medicine
6677,NC,F,Pharmacist
6678,NY,M,Dentist
6679,OH,M,Pulmonary Disease
6680,TX,F,Student in an Organized Health Care Education/Training Program
6681,CA,M,Internal Medicine
6682,PA,F,Obstetrics/Gynecology
6683,NY,M,Cardiology
6684,OH,F,Podiatry
6685,OH,M,General Surgery
6686,NH,F,Family Practice
6687,NJ,M,Cardiology
6688,NY,F,Nurse Practitioner
6689,OH,F,Internal Medicine
6690,AZ,M,Internal Medicine
6691,IL,M,Emergency Medicine
6692,VA,M,Cardiology
6693,IL,F,Endocrinology
6694,TX,M,Physician Assistant
6695,FL,M,Cardiology
6696,VT,F,Physician Assistant
6697,CO,F,Dentist
6698,LA,F,Dentist
6699,NY,F,Nurse Practitioner
6700,TX,M,Family Practice
6701,CA,M,Family Practice
6702,FL,F,Nurse Practitioner
6703,CA,M,Internal Medicine
6704,TX,M,Neurology
6705,ME,M,Nephrology
6706,IL,M,Cardiac Electrophysiology
6707,IL,F,Obstetrics/Gynecology
6708,WI,F,Internal Medicine
6709,IA,M,Orthopedic Surgery
6710,FL,F,Family Practice
6711,NY,M,Gastroenterology
6712,CA,M,Anesthesiology
6713,AZ,M,Nephrology
6714,VA,M,Family Practice
6715,NC,M,Internal Medicine
6716,CA,M,Psychiatry & Neurology
6717,NY,F,Surgical Oncology
6718,CO,M,Anesthesiology
6719,OH,F,Podiatry
6720,KS,M,Cardiology
6721,PA,M,Psychiatry
6722,OH,M,Emergency Medicine
6723,IL,F,Family Practice
6724,OK,M,Internal Medicine
6725,KY,F,Nurse Practitioner
6726,FL,M,Internal Medicine
6727,NY,M,Emergency Medicine
6728,NY,M,Physician Assistant
6729,IA,F,Nurse Practitioner
6730,WA,F,Internal Medicine
6731,FL,M,Podiatry
6732,IL,M,Vascular Surgery
6733,MA,M,Physical Medicine and Rehabilitation
6734,OR,F,Student in an Organized Health Care Education/Training Program
6735,NV,M,Gastroenterology
6736,PA,M,Obstetrics/Gynecology
6737,FL,M,Internal Medicine
6738,OH,M,Cardiology
6739,NY,M,Ophthalmology
6740,NC,F,Family Practice
6741,GA,M,Family Practice
6742,CA,F,Physician Assistant
6743,PA,M,Podiatry
6744,DE,M,Cardiology
6745,ND,F,Nurse Practitioner
6746,OH,F,Endocrinology
6747,TX,M,Ophthalmology
6748,NC,M,Dentist
6749,OH,F,Internal Medicine
6750,NY,F,Internal Medicine
6751,CA,F,Dentist
6752,CT,F,Dentist
6753,ND,M,Family Practice
6754,FL,F,Nurse Practitioner
6755,OR,F,Nurse Practitioner
6756,PA,M,Cardiology
6757,FL,M,Orthopedic Surgery
6758,IL,M,Internal Medicine
6759,WI,F,Nurse Practitioner
6760,IN,M,Student in an Organized Health Care Education/Training Program
6761,OH,M,Psychiatry
6762,CA,M,Plastic and Reconstructive Surgery
6763,CO,F,Medical Oncology
6764,MS,M,Cardiology
6765,MN,F,Neurology
6766,CA,M,Pediatric Medicine
6767,TN,M,Psychiatry
6768,MO,F,Nurse Practitioner
6769,LA,F,Family Practice
6770,CT,M,Physician Assistant
6771,IN,F,Nephrology
6772,AR,M,Family Practice
6773,MD,M,Emergency Medicine
6774,NY,M,Gastroenterology
6775,MI,F,Family Practice
6776,SC,M,Hematology/Oncology
6777,CA,M,Psychiatry
6778,AR,F,Family Practice
6779,IL,M,Cardiology
6780,KY,M,Gastroenterology
6781,FL,M,Podiatry
6782,PA,M,Internal Medicine
6783,PR,M,Otolaryngology
6784,MI,F,Internal Medicine
6785,PA,M,Ophthalmology
6786,OK,M,Otolaryngology
6787,OR,F,Internal Medicine
6788,TX,M,Orthopedic Surgery
6789,DE,M,Family Practice
6790,MD,M,Emergency Medicine
6791,TX,F,Physician Assistant
6792,WI,M,Maxillofacial Surgery
6793,IL,F,Podiatry
6794,KY,F,Family Practice
6795,TX,F,Dermatology
6796,DC,F,Ophthalmology
6797,OR,M,Dentist
6798,NE,M,Cardiology
6799,WI,F,Neurology
6800,CA,F,Nephrology
6801,OH,M,Gastroenterology
6802,NJ,M,Pulmonary Disease
6803,UT,M,Student in an Organized Health Care Education/Training Program
6804,WV,F,Student in an Organized Health Care Education/Training Program
6805,AL,F,Psychiatry
6806,NJ,F,General Practice
6807,MO,M,Thoracic Surgery
6808,IL,F,Physical Medicine and Rehabilitation
6809,NY,M,Physician Assistant
6810,MN,M,Family Practice
6811,ME,M,General Surgery
6812,CA,F,Family Practice
6813,NY,F,Physician Assistant
6814,FL,F,Physician Assistant
6815,RI,F,Family Practice
6816,FL,M,Family Practice
6817,FL,M,General Surgery
6818,WA,M,Cardiology
6819,MI,M,Cardiology
6820,NJ,M,Dentist
6821,CA,F,Physician Assistant
6822,NJ,F,Dentist
6823,CA,M,Family Practice
6824,WI,F,Internal Medicine
6825,IL,M,Student in an Organized Health Care Education/Training Program
6826,TX,F,Nurse Practitioner
6827,IA,F,Family Practice
6828,CA,F,Internal Medicine
6829,NC,F,Physician Assistant
6830,FL,M,Cardiology
6831,NJ,M,Dentist
6832,NY,F,Physician Assistant
6833,FL,M,Nurse Practitioner
6834,FL,F,Optometry
6835,AZ,M,Radiation Oncology
6836,TX,M,Cardiology
6837,OR,M,Family Practice
6838,CT,M,Dentist
6839,CA,F,Emergency Medicine
6840,RI,M,Internal Medicine
6841,CA,M,Urology
6842,NY,M,Student in an Organized Health Care Education/Training Program
6843,NJ,M,Internal Medicine
6844,MA,M,Dentist
6845,OH,M,Obstetrics/Gynecology
6846,MI,M,Orthopaedic Surgery
6847,OH,F,Dermatology
6848,SC,M,Internal Medicine
6849,CA,M,Family Practice
6850,CT,F,Infectious Disease
6851,NY,F,Internal Medicine
6852,OR,F,Emergency Medicine
6853,WV,F,Nurse Practitioner
6854,NY,F,Family Practice
6855,OH,M,Dentist
6856,MA,M,Dentist
6857,OR,M,Podiatry
6858,CA,M,Physical Medicine and Rehabilitation
6859,PR,M,Podiatry
6860,CT,M,Orthopedic Surgery
6861,PA,F,Physician Assistant
6862,CA,M,Nephrology
6863,OK,M,Family Practice
6864,FL,M,Nurse Practitioner
6865,GA,M,Plastic and Reconstructive Surgery
6866,CA,F,Hematology/Oncology
6867,IA,M,Physician Assistant
6868,PA,F,Dentist
6869,IN,F,Physician Assistant
6870,TN,M,Family Practice
6871,NY,M,Cardiology
6872,TX,M,Family Practice
6873,SC,F,Nurse Practitioner
6874,IL,M,Family Practice
6875,WA,M,Optometry
6876,AZ,M,Podiatry
6877,VA,M,General Practice
6878,PA,M,Pediatric Medicine
6879,WV,M,Allergy/Immunology
6880,ME,M,Orthopedic Surgery
6881,TX,M,Obstetrics/Gynecology
6882,MI,M,Gastroenterology
6883,NC,M,Physician Assistant
6884,NC,M,Dentist
6885,OH,M,Otolaryngology
6886,WI,M,Internal Medicine
6887,WA,M,Infectious Disease
6888,WV,M,Student in an Organized Health Care Education/Training Program
6889,IL,F,Hematology
6890,UT,F,Obstetrics/Gynecology
6891,CT,M,Urology
6892,NC,M,Dentist
6893,VA,M,Orthopedic Surgery
6894,TX,M,Dentist
6895,IL,M,Internal Medicine
6896,IN,F,Emergency Medicine
6897,NJ,F,Dermatology
6898,MD,M,Dentist
6899,FL,M,Cardiology
6900,MI,M,Physician Assistant
6901,CO,M,Optometry
6902,WA,F,CRNA
6903,CT,F,Obstetrics/Gynecology
6904,CO,M,Dentist
6905,PA,M,Urology
6906,MI,M,General Surgery
6907,OK,M,Dentist
6908,TN,F,Nurse Practitioner
6909,NY,M,General Surgery
6910,CA,M,Family Practice
6911,FL,M,Addiction Medicine
6912,IN,F,Nurse Practitioner
6913,IN,F,Psychiatry
6914,NC,F,Nurse Practitioner
6915,TX,M,Cardiology
6916,CT,F,Physician Assistant
6917,RI,M,Dentist
6918,OH,F,Nurse Practitioner
6919,IL,M,Psychiatry & Neurology
6920,AL,M,Internal Medicine
6921,NC,F,Gastroenterology
6922,NC,M,Podiatry
6923,NC,M,Internal Medicine
6924,MN,M,Family Practice
6925,KY,M,Emergency Medicine
6926,VT,F,Nurse Practitioner
6927,OR,F,Obstetrics/Gynecology
6928,SC,M,Internal Medicine
6929,CA,M,Family Practice
6930,LA,M,Orthopedic Surgery
6931,MO,F,Emergency Medicine
6932,IA,M,Physician Assistant
6933,CT,F,Nurse Practitioner
6934,OH,M,Thoracic Surgery
6935,OH,M,Hand Surgery
6936,MO,M,Internal Medicine
6937,MN,M,Pulmonary Disease
6938,MI,M,Urology
6939,TX,M,Family Practice
6940,FL,M,Dentist
6941,NY,F,Nurse Practitioner
6942,CA,F,Psychiatry & Neurology
6943,FL,M,Radiation Oncology
6944,MO,M,Family Practice
6945,HI,M,Family Practice
6946,WI,F,Physician Assistant
6947,FL,F,Orthopedic Surgery
6948,IL,M,Orthopedic Surgery
6949,NC,M,Endocrinology
6950,CO,F,Family Practice
6951,AL,M,Physical Medicine and Rehabilitation
6952,TN,M,Gastroenterology
6953,OH,F,Emergency Medicine
6954,OR,M,General Practice
6955,SC,M,Ophthalmology
6956,CA,F,Emergency Medicine
6957,CA,M,Family Practice
6958,NJ,M,Internal Medicine
6959,NC,M,Medical Oncology
6960,UT,M,Internal Medicine
6961,NY,M,Emergency Medicine
6962,TX,F,Nurse Practitioner
6963,CT,F,Obstetrics/Gynecology
6964,NH,F,Neurology
6965,FL,M,Neurology
6966,PR,M,Dentist
6967,MN,M,General Surgery
6968,GA,F,Nurse Practitioner
6969,SC,M,Family Practice
6970,CA,M,Physician Assistant
6971,IL,F,Ophthalmology
